race100m,longjump,shotput,highjump,race400m,race110mhurdles,discus,polevault,javelinthrow,race1500m
10.68,7.63,15.57,2.07,47.78,14.33,44.53,5,64.16,281.6
10.66,7.42,15.67,2.03,48.65,13.97,46.55,5.2,56.55,270.27
10.97,7.56,16.03,2.1,48.27,14.32,44.39,5.2,57.25,269.66
10.72,7.45,14.57,1.92,48.1,13.83,46.12,5,65.37,266.81
10.77,7.64,14.73,2.19,49.67,14.07,46.4,5,64.67,302.68
10.85,7.58,13.72,2.03,48.13,14.39,42.8,5,59.62,260.42
10.84,7.59,13.34,2.13,48.25,14.2,43.99,5.1,58.95,295.65
10.77,7.58,14.34,1.98,48.25,14.97,43.07,4.7,64.68,265.71
11.16,7.27,13.71,2.07,49.98,14.53,43.67,4.9,67.82,263.41
11.1,7.61,15.55,1.83,48.74,14.57,49.48,4.8,62.48,277.1
10.75,7.63,13.46,2.04,48.74,13.7,41.3,4.4,58.23,263.04
11.08,7.22,16.68,1.97,49.35,14.88,47.7,4.8,69.84,296.17
11.16,7.21,14.46,2,50.69,14.49,44.52,5,69.08,272.52
10.75,7.35,14.95,2.03,48.42,14.18,40.81,5.1,59.47,300.37
11.25,7.24,14.42,2.09,48.82,14.59,40.25,4.8,63.94,265.44
11.16,7.29,13.77,2.06,49.82,14.41,42.46,4.9,63.27,266.82
11.19,7.26,14.9,2.03,49.07,14.39,46.38,4.7,58.05,273.14
10.44,7.22,13.57,2.09,48.33,14.46,44.16,5.01,59.42,313.79
11.32,7.38,16.17,2.03,49.67,15.23,51.03,4.9,54.45,284.06
10.96,7.4,13.53,2.12,49.31,14.5,41.75,4.4,64.72,272.99
10.95,7.4,13.04,2.07,49.58,14.61,42.77,4.7,60.72,265.6
11.25,7.03,13.94,2.22,49.37,15.26,46.61,4.5,60.49,265.86
10.76,6.82,15.05,1.94,48.67,14.19,45.12,4.8,62.4,285.99
10.93,7.11,14.15,1.91,48.57,14.92,42.02,4.9,60.37,256.69
10.94,7.12,14.42,1.85,47.87,14.74,44.66,4.9,58.57,263.27
10.73,7.57,14.21,2.04,50.5,14.31,46.12,5,51.5,299.17
11.09,7.58,14.3,2,49.61,15.52,48.3,4.8,58.55,282.1
10.69,7.73,13.66,1.88,48.65,14.41,41.96,4.81,58.68,290.04
10.92,7.26,14.73,1.91,48.45,14.79,41.09,4.6,68.22,283.21
11.37,6.89,14.79,2,49.73,14.7,48.92,4.9,49.48,256.23
10.93,7.36,14.36,1.92,48.31,14.85,45.62,4.7,59.33,283.14
10.87,7.25,14.32,1.86,49.04,14.56,43.29,5.1,56.13,277.9
10.86,7.11,12.23,2.11,49.07,14.57,38.8,4.85,58.22,267.01
10.69,7.57,14.84,2,48.65,13.99,40.58,4.5,53.19,292.6
10.64,7.55,14.27,1.93,47.51,14.7,39.64,4.6,54,278.27
11.23,6.99,14.79,1.98,48.17,14.96,40.56,4.5,66.18,270.6
10.81,6.88,14.36,1.94,47.97,14.75,42.07,4.8,63.64,292.58
10.64,7.47,14.11,1.97,49.22,14.73,41.18,4.41,54.46,272.62
11.3,7.34,14.72,2.03,50.96,14.62,44.61,4.4,64.29,287.12
11.1,7.23,13.57,2.06,48.57,14.54,40.05,4.6,50.06,264.14
11.06,7.17,15.98,2.05,53.83,14.61,45.77,4.5,59.64,282.92
11.18,7.02,14.82,1.95,49.56,14.55,45.54,4.6,58.27,280.71
11.07,7.18,14.64,1.89,48.55,14.66,50.41,4.5,58.46,298.4
11.21,7.13,14.74,1.88,49.05,14.92,43.38,4.6,61.07,270.17
10.71,7.28,14.38,2,48.54,14.13,44.1,4.2,48.92,281.93
11.08,7.35,14.09,2.01,48.28,15.79,41.73,4.7,60.27,283.7
11.11,7.07,14.04,1.91,49.63,14.66,41.85,5.01,56.16,274.8
11.22,7.29,13.98,2.02,49.43,14.75,41.64,4.1,63.47,269.82
11.32,6.96,15.9,1.86,50.27,14.46,43.19,4.7,59.24,273.13
11.03,7.22,13.95,1.92,49.87,14.45,42.8,4.51,62.18,284.02
10.91,7.06,13.65,1.97,50.22,15.06,41.81,4.9,61.79,286.38
11.18,7.01,15.68,2.01,50.93,14.92,48.5,4.7,61.22,313.67
11.02,7.2,14.02,1.95,51.24,14.5,41.46,4.9,58.98,287.22
10.73,6.86,13.09,2.03,48.48,14.22,43.54,4.9,56.47,317.58
11.13,6.8,13.87,1.97,50.02,14.97,46.26,4.8,58.48,281.99
10.83,6.92,11.94,2.04,48.84,14.83,40.9,5.5,40.16,277.89
10.92,7.34,14.67,1.91,48.65,14.83,43.25,4.4,50.91,279.58
11.01,6.97,14.95,2.02,50.26,15.01,47.96,4.7,52.02,300.69
11.02,7.11,14.73,1.91,49.14,15.06,39.99,4.7,56.05,277.95
11.32,7.24,14.75,2.14,50.38,15.44,39.78,4.6,60.65,297.81
10.82,7.12,13.13,1.99,48.81,15.42,37.08,4.8,54.91,274.3
10.88,7.26,13.36,2.03,50.52,14.84,36.45,5.01,55.75,294.85
11.06,7.07,13.15,1.97,49.2,14.85,42.49,4.41,52.62,263.71
11.31,7.24,14.63,1.92,50.21,15.55,45.77,4.8,58.28,291.71
11.28,7.47,13.54,2.08,50.89,15.38,38.06,4.6,63.37,291.92
10.94,7.33,12.27,1.95,49.2,14.46,39.46,4.6,53.6,278.64
10.79,7.3,13.41,2.04,49.1,14.27,35.1,4.31,51.88,282.36
11.36,7.59,13.01,2.11,51.8,15.24,44.88,4.7,46.54,279.43
11.21,7.17,15.21,1.96,50.8,14.84,46.45,4.67,49.04,291.89
11.03,7.2,14.43,1.95,49.92,14.72,42.87,4.2,53.37,276.74
11,6.59,14.32,1.91,49.37,14.87,46.94,4.6,52.73,280.62
10.69,7.24,14.19,1.92,50.04,15.05,45.05,4.5,54.21,301.5
10.83,7.36,15.12,1.91,48.74,15.96,35.94,5.3,45.6,290.34
11.37,7.07,14.36,1.95,49.09,15.21,43.74,4.4,54.39,271.89
10.9,6.91,13.44,1.94,49.76,15.66,38.64,5.2,55.11,282.33
11.5,7.46,12.47,2.02,51.15,14.74,39.52,4.9,59.48,291.28
10.76,7.09,13.82,1.9,50.42,14.37,41.24,4.65,44.36,269.06
11.59,6.46,13.94,1.98,51.13,15.04,43.07,4.7,66,272.34
10.28,7.34,12.06,1.87,46.9,14.83,38.51,3.95,50.2,268.86
11.08,7,14,1.89,50.48,15.06,41.27,4.4,62.13,274.88
11.12,7.08,12.99,2,50.24,15,43.76,4.45,56.04,282.16
11.39,6.68,14.49,2.02,51.35,14.97,42.63,4.7,54.53,274
11.04,7.24,11.56,1.86,49.21,14.7,37.39,5,59.95,287.39
11.07,7.04,15.16,1.98,52.35,14.57,43.09,4.4,56.44,293.18
10.94,7.25,12.98,1.9,50.41,14.92,41.15,4.55,52.5,271.41
11.51,7.34,13.79,1.92,52.36,14.85,41.01,4.9,56.4,279.11
11.04,7.15,12.05,1.85,48.01,14.29,41.33,4.3,51.34,265.84
11.18,7.21,12.82,1.92,49.09,14.93,40.96,4.3,52.87,262.47
11.3,7.05,12.98,1.98,50.18,15.75,43.1,5.35,50.04,289.63
11,7.14,12.47,2.1,50.18,14.79,38.04,4.6,48.61,278.23
11.18,7.15,13.24,1.83,49.77,14.89,41.1,4.8,57.8,284.04
11.39,7.17,13.64,2,52.62,15.71,48.45,4.8,52.8,281.95
10.69,6.82,14.32,1.87,49.26,14.76,49.76,4.1,59.34,314.83
11.33,7.3,12.52,2.01,49.65,14.87,42.05,4.6,48.45,278.02
11.18,6.89,13.33,1.97,50.55,15,38.09,4.54,56.42,265.22
11.1,6.75,13.8,2.06,52.3,14.56,44.52,4.6,62.56,318
11.13,7.43,12.17,2.01,49.83,14.57,40.42,4.5,43.71,271.7
11.24,7.32,11.33,1.86,49.29,15.08,35.85,4.9,57.7,268
11.95,6.77,14.04,2.06,52.89,15.89,46.27,4.9,60.92,280.14
11.48,7.18,14.71,1.9,49.17,15.57,42.27,4.4,60.78,290.45
11.2,6.77,14.85,1.88,50.49,15.02,42.92,4.5,64.11,298.86
11.01,7.26,15.31,1.85,50.29,15.16,47.51,4.1,56.34,303.8
11.38,7.06,12.63,1.86,50.65,15.53,38.57,4.8,65.43,274.32
11.29,6.77,13.73,1.93,51.94,15.76,43.77,4.9,71.44,314.15
11.63,6.91,12.09,1.94,49.69,14.94,41.66,4.5,56.73,262.87
11.21,7.37,12.54,2.13,52.37,14.92,35.62,4.91,49.08,291.67
10.9,6.85,12.32,2.04,49.46,14.49,40.7,4.3,52.62,294.36
11.05,7.14,13.57,1.93,52.14,14.91,40.21,4.75,52.9,288.71
11.52,7.06,13.87,1.95,50.98,15.83,44.84,4.6,52.82,274.45
11.14,6.47,12.89,1.86,50.1,14.85,42.7,4.7,51.76,264.56
11.23,6.9,13.8,1.93,50.6,14.84,44.48,4.3,55.46,288.34
11.04,7.13,12.97,1.95,50.83,15.51,41.77,4.6,53.68,285.3
11.17,6.92,12.96,1.83,50.2,15.04,39.3,5,53.74,281.16
11.19,7.09,11.92,1.98,50.76,14.64,34.06,4.5,56.22,268.99
11.15,6.8,12.16,1.93,51.21,15.31,39.56,4.75,56.87,269.86
11.1,6.71,12.72,1.98,50.15,15.38,44.28,4.85,55.76,306.26
11.1,7.3,12.87,2.01,51.34,15.16,39.32,4.7,54.89,304.48
10.81,7.13,13.52,1.9,49.76,15.96,36.08,4.65,49.99,271.22
11.49,6.8,14.74,1.93,50.92,15.62,46.48,4.16,56.36,275.48
10.98,7.11,12.74,1.89,50.29,14.93,41.08,5.01,54.56,318.07
11.02,7.13,13.05,1.92,50.64,14.86,40.24,4.3,57.07,290.97
11.07,7.19,10.75,1.94,49.27,14.75,33.76,4.7,53.07,273.51
11.6,6.94,14.08,2.03,51.87,14.63,38.55,4.1,61,281.46
11.16,7.12,12.44,2,49.71,15.09,34.84,4.3,59.42,282.89
10.96,6.71,12.91,1.86,49.9,14.92,37.43,4.6,57.47,281.16
11.38,7.01,12.34,1.93,51.53,15.29,34.27,5.05,60.85,282.66
11.28,7.39,11.68,2.06,50.19,15.28,37.87,4.6,47.86,283.48
11.03,6.45,12.53,1.97,50.25,14.72,42.3,4.4,54.02,282.4
11.05,6.93,13.22,1.98,50.29,14.43,37.98,4.3,56.26,302.13
10.95,7.48,12.08,1.98,50.66,15.42,34.23,4.4,53.33,283.53
11.38,6.89,12.4,1.89,51.66,15.03,37.82,4.7,54.98,266.97
10.93,7.34,11.04,1.85,48.78,14.76,38.45,4.3,49.64,277.99
11.01,7.1,12.69,1.86,48.82,15.79,34.1,4.8,61.45,302.59
11.26,6.77,13.07,1.89,54.42,15,44.22,4.61,64.01,293.94
11.06,7.12,10.49,1.83,48.32,15.15,36.44,4.6,52.57,268.06
11.05,7.58,13.02,1.97,52.36,15.76,39.39,4.7,53.93,308.47
11.33,6.85,12.38,2.08,50.84,14.67,38.86,4.2,52.28,281.65
10.96,6.9,12.31,1.92,49.86,15.33,40.56,4.3,55.08,284.14
11.94,6.94,16.04,2.03,52.87,15.63,46.54,4.8,50.25,312.82
11.43,6.82,13.94,1.93,49.85,15.62,43.52,4.26,51.16,276.6
11.07,6.91,13.69,1.97,51.14,15.18,46.73,4.14,58.68,320.94
11.43,6.93,13.12,1.98,51.51,14.98,35.03,4.6,57.92,285.09
11.31,7.1,12.92,2.03,50.98,14.65,38.5,4.3,47.57,284.11
11.3,6.87,13.11,1.94,51.41,16.19,38.6,4.5,58.54,268.57
11.02,6.98,12.99,1.93,47.81,15.7,36.75,4.4,51.2,288.46
10.93,6.98,11.81,1.99,49.36,15.09,36,4.3,51.01,283.59
11.06,6.55,12.96,1.97,49.32,14.78,39.94,4.5,48.1,293.11
10.86,6.83,14.05,1.9,52.06,14.7,38.34,5.3,48.1,332.62
11.05,6.41,12.82,1.9,50.64,14.2,39.86,5,50.56,310.34
11.49,6.82,15.41,2,51.99,16.04,49.2,4.4,55.1,318.96
11.06,7.03,14.35,1.85,52.66,15.37,43.68,4.6,50.2,295.34
11.18,7.25,12.68,1.99,50.98,14.87,34.63,4.2,50.08,275.87
11.11,7,13.29,2.01,50.96,15.69,39.88,4.7,57.08,322.84
11.07,7.13,12.92,1.91,49.92,15.15,40.03,4.1,48.21,277.06
11.21,6.92,11.39,1.93,50.19,14.69,33.29,4.6,52.38,270.78
11.36,6.63,13.6,1.85,50.44,15.53,40.53,4.6,53.2,272.92
11.05,6.88,12,1.89,49.96,14.91,38.84,4.7,51.66,294.24
11.03,6.4,11.93,1.92,46.74,14.51,34.07,4.4,44.78,268.12
11.58,6.65,12.91,2.01,51.74,15.41,40.74,4.3,52.96,262.96
11.34,7.32,9.8,2.02,51.35,14.78,30.58,5,55.34,289.08
11.23,7.11,14.73,1.91,51.68,15.75,43.86,4.44,49.09,297.8
11.49,6.58,13.4,1.77,51.04,14.72,40.3,4.6,55.55,273.81
11.29,6.54,13.91,1.91,50.04,15.41,44.08,3.7,59.64,278.9
11.36,6.81,14.99,1.87,50.9,15.16,42.51,4.47,54.13,307.53
11.54,7.2,12.06,1.93,51.21,15.34,38.47,4.3,59.48,281.15
11.03,7.51,12.47,1.98,49.55,15.27,40.65,4.4,51.92,335.52
11.19,7.11,13.23,1.85,50.34,15.36,42.79,4.1,59.72,302.55
11.3,6.91,12.08,1.95,50.78,14.94,34.07,4.5,51.84,269.63
11.43,7.06,14.61,1.96,52,15.61,38.62,4.5,54.09,296.48
11.26,6.84,12.13,1.89,48.92,14.56,35.11,4.6,53.1,293.78
11.2,6.87,12.11,2.01,51.5,15.03,35.16,4.3,56.27,279.58
10.95,7.09,12.33,2.07,49.84,15.06,37.72,4.3,47.66,308.23
11.29,6.95,14.41,1.9,50.63,15.2,42.48,4,49.88,284.35
11.47,6.89,14.44,1.99,50.96,15.97,42.26,4.4,54.91,303.39
11.11,7.25,12.86,1.95,50.56,15.59,36.42,4.2,54.62,288.38
11.13,6.44,13.57,1.74,49.43,14.84,37.87,4.7,48.06,271.22
11.14,6.52,12.67,1.88,50.47,14.74,42.99,4,57.2,284.58
11.24,7.1,11.95,1.95,50.65,14.21,36.5,4.4,51.42,299.28
11.2,7.22,12.95,1.94,50.9,15.51,39.09,4,51.3,275.74
11.37,6.53,13.59,1.85,51.94,15.01,39.81,4.8,58.39,296.28
11.83,6.96,13.25,1.84,51.01,15.95,39.61,4.7,56.11,270.28
11.07,6.72,13.18,1.85,49.04,14.69,37.37,3.9,53.3,275.59
11.43,6.61,14.08,1.97,52.31,14.69,42.5,4.2,56.06,298.98
11.06,6.98,10.29,1.93,48.77,15.38,39.29,4.4,56.15,294.24
11.07,7.38,11.4,1.93,49.37,14.95,34.7,4.2,46.67,277.63
11.38,7.25,12.36,2.09,51.52,15.96,38.53,4.4,55.89,305.2
11.15,6.94,11.37,1.91,50.58,14.68,38.96,4.4,55.81,297.79
11.43,6.86,12.6,1.92,50.62,15.04,35.46,4.3,55.6,274.58
11.25,6.77,12.82,1.83,50.41,14.72,40.19,4.3,47.7,271.51
11.26,7.36,14,1.88,50.28,15.51,39.1,4.2,43.58,279.63
11.36,6.58,13.37,1.96,51.47,15.31,38.56,4.4,58.09,289.08
10.72,6.73,11.48,1.84,48.34,14.57,33.04,5,39.14,286.41
11.51,6.9,14.06,1.9,53.62,15.63,41.68,4.7,54.64,290.3
11.29,6.36,12.69,1.9,50.26,16.44,36.69,4.8,60.25,275.67
11.4,6.85,12.57,1.89,49.41,15.3,40.22,4.31,51.66,282.47
11.26,6.45,12.52,1.87,49.79,16.56,35.54,5.25,51.34,273.04
10.97,6.75,11.91,1.81,48.32,15.12,36.36,4.4,49.49,274.86
11.12,6.99,14.38,1.75,52.18,15.73,40.06,4.4,65.36,306.43
10.96,6.8,13.35,1.92,50.51,15.32,38.8,4.8,47.36,310.24
11.25,6.62,12.6,1.75,50.07,14.67,37.68,4.1,59.77,271.16
10.42,7.1,11.74,1.93,49.91,14.88,39.56,4.41,49.54,335.55
11.42,6.8,14.03,1.89,51.38,15.68,37.14,4.6,52.8,281.43
11.11,7.34,12.36,1.99,50.26,15.01,37.46,4.6,50.14,332.73
10.64,7.06,12.33,1.84,48.51,15.3,39.06,3.8,48.76,284.9
11.67,7.18,12.58,2.01,51.26,15.63,39.2,4,54.16,276.53
11.72,6.35,14.17,1.92,51.14,16.11,40.96,4.1,62.93,270.6
11.24,6.43,14.04,2.01,51.06,15.89,38.79,4.1,67.48,311.75
11.11,6.81,12.77,1.94,49.33,15.02,35.16,4.2,47.85,281.46
11.35,6.47,11.8,1.8,48.8,15.32,38.72,4.2,56.64,263.9
11.29,6.84,11.24,2.01,47.98,15.05,34.1,4.4,41.7,274.52
11.28,6.97,11.9,2.01,50.92,15.38,33.81,4.45,45.33,268.49
11.09,6.98,11.13,1.9,51.93,15.52,36.52,4.5,55.3,276.81
11.09,6.84,12.06,1.83,50.83,15.67,32.99,4.8,54.76,277.87
11.23,7.26,11.02,2.14,51.47,15.47,37.37,4.1,44.81,280.84
11.14,6.7,13.51,1.8,49.32,15.64,36.64,4,54.74,267.62
11.72,6.47,11.67,2.01,50.36,15.47,43.58,4.05,56.94,277.3
11.3,6.88,13.12,2.08,51.71,15.65,40.6,4.2,53.38,308.06
11.55,7.08,13.59,1.88,50.87,15.83,41.31,4.3,58.97,305.28
11.36,6.97,12.9,1.86,50.95,15.89,40.04,4.6,50.84,286.57
11.08,6.56,13.96,1.8,50.02,15.35,40.86,4.6,46.64,293.91
10.92,7.27,11.82,1.98,51.55,14.53,34,4.4,37.98,283.72
10.84,7.09,12.28,2.03,50.91,14.67,30.88,4.24,43.02,288.54
11.47,6.83,12.78,1.86,51.63,16.48,39.38,4.7,52,269.66
11.38,6.79,13.36,2.02,51.68,15.67,41.82,4.6,52.94,322.71
11.12,7.26,12.82,1.9,52.47,15.28,34.72,4.4,48.08,281.66
12.06,6.82,14.45,1.88,52.9,15.92,44.87,4.1,60.76,281.94
11.35,6.66,11.64,2.03,51.43,15.62,39.32,4.6,42.79,272.04
11.14,6.72,12.04,1.78,51.31,14.69,37.68,4.4,53.11,278.53
10.67,6.86,12.31,1.95,48.84,14.94,33.08,3.4,52.39,280.51
11.44,7.24,11.47,2.01,50.84,15.14,34.03,3.6,56.72,272.13
11.06,6.84,13.41,1.74,49.69,15.21,43.4,4.5,53.57,325.7
11.52,6.68,13.74,1.95,52.01,14.85,36.1,4.36,53.57,292.13
11.5,6.77,13.56,1.98,53.07,15.94,38.78,4.8,50.13,293.49
11.43,6.6,13.95,1.85,53.09,15.62,40.48,5,54.79,307.66
11.66,6.67,12.48,1.92,51.48,15.16,36.89,4.3,50.51,262.76
11.12,7,10.5,2.03,48.98,15.06,28.61,4.3,43.63,268.03
10.84,7.4,11.9,1.8,48.59,15.14,34.95,4,48.66,294.42
11.32,7.01,13.95,1.81,50.18,15.87,39.86,4.2,51.81,290.15
11.5,6.85,11.61,2.06,50.17,15.14,39.23,4.1,46.37,285.52
11.78,6.85,12.15,1.92,51.03,15.44,38.03,4.6,48.69,274.41
11.15,6.55,12.11,1.83,50.46,15.04,39.09,4.3,52.12,281.16
10.99,6.92,11.47,1.89,53.24,16.17,38.31,4.9,53.02,291.82
10.58,6.92,11.94,1.79,47.88,15.34,33.58,4.58,41.68,295.79
11.13,6.23,11.16,1.93,47.81,14.84,32.62,4,48.44,259.73
11.77,6.74,13.36,2.03,51.29,16.56,43.7,4,49.04,271.41
11.47,7.15,11.83,1.91,51.8,15.17,35.97,4.4,52.79,289.1
11.25,6.92,12.18,1.83,51.13,15.56,36.98,4.7,47.16,281.54
11.65,6.91,13.92,1.95,51.31,15.42,39.22,4.45,39.12,279.73
11.52,6.88,13.34,2.02,53.71,15.28,39.92,4.45,54.15,313.87
11.51,6.9,14.93,1.86,53.25,15.32,44.37,4.1,47.34,290.46
10.98,7.11,11.33,1.9,50.44,15.05,37.59,4,52.68,299.61
10.96,6.8,11.21,1.75,48.62,15.18,37.2,4,51.05,272.63
10.51,7.32,11.14,1.86,50.24,14.69,34.07,4.1,45.58,303.38
11.19,7.12,13.05,1.81,52.37,15.22,37.58,4,58.57,294.41
11.14,6.73,11.81,1.87,52.98,15.34,34.12,4.6,61.54,295.33
11.98,6.23,13.67,1.92,52.46,15.33,39.05,4.5,59.76,284.67
10.94,7.11,10.74,2.04,51.16,14.82,34.06,3.9,46.13,284.84
10.78,6.62,12.79,1.84,48.81,15.73,40.68,3.7,50.1,285.75
11.2,6.77,11.98,1.92,50.21,15.7,33.28,4.5,52.73,289.3
11.34,6.64,14.41,1.91,53.88,15.47,39.38,3.8,69.77,311.39
11.59,6.49,13.1,1.91,49.78,15.16,39.29,4.1,55.15,295.83
11.11,6.7,12.77,1.83,49.89,15.67,36.61,4,49.23,268.19
11.34,7.13,11.18,2.02,51.81,15.61,33.5,4.3,49.5,279.93
11.28,6.79,13.03,1.9,49.99,15.73,36.81,4.1,50.03,283.34
10.95,6.43,9.36,1.73,48.78,14.45,29.69,5,47.77,271.65
11.55,7.4,11.49,2.07,53.46,15.47,34.48,4.2,53.67,293.58
10.87,7.2,13.83,1.93,50.81,15.87,33.96,4.1,54.2,322.68
11.15,6.51,13.06,1.89,49.81,15.21,36.09,4.2,41.88,272.15
10.84,6.35,11.85,1.89,49.09,14.52,34.4,4.3,45.32,293.53
11.13,7.02,13.43,1.98,49.91,14.96,34.02,3.45,50.64,295.36
11.71,6.4,12.76,1.92,50.71,16.15,37.96,4.75,48.44,275.27
11.26,6.77,11.89,1.8,51.76,15.42,35.57,5.1,48.1,293.74
11.47,6.87,12.65,2,51.1,15.74,36.29,3.9,46.39,267.15
11.67,6.53,11.47,1.85,50.89,14.5,35.12,4.5,50.79,274.23
11.3,7.36,12.12,1.99,50.91,15.46,29.54,3.9,47.68,273.68
11.63,6.58,12.25,1.92,51.24,15.94,36.51,4.1,57.08,267.52
10.99,6.61,12.1,1.83,51.69,15.42,37.2,4,51.62,268.12
11.03,7.17,11.27,1.8,49.58,15.3,33.21,4,60.18,301.53
11.5,6.64,14.02,1.89,53.13,15.2,44.52,4.5,43.32,301.39
11.52,6.73,10.57,1.88,48.7,15.71,33.33,4.4,57.5,283.21
11.07,6.97,11.09,1.86,50.12,14.94,37.59,4.1,41.17,275.52
11.21,6.74,11.25,1.88,49.43,14.73,36.64,4.2,44,283.71
11.46,6.64,11.32,1.98,51.27,15.46,36.95,4.2,52.77,280.73
11.53,6.85,11.96,1.9,52.36,15.08,40.45,4.4,51.2,297.83
11.24,6.91,12.25,1.9,49.82,15.44,36.56,4,54.18,301.33
11.1,6.95,11.91,1.89,49.15,14.96,37.32,4.1,36.52,282.33
10.87,7.25,12.2,1.84,48.44,15.2,31.19,3.8,42.32,279.49
11.07,6.79,11.6,1.89,51.78,15.67,36.24,5,43.68,298.57
11.48,6.68,11.9,2.01,51.36,15.43,38.11,4.1,57.63,305.16
11.25,6.89,13.26,1.9,51.94,15.43,32.36,4.2,54.36,291.45
11.98,6.42,13.6,1.94,53.36,17,45.16,4.2,57.3,270.49
11.44,7.17,13.16,1.94,51.1,15.08,36.26,4,45.92,297.47
11,6.78,12.86,1.88,51.34,14.38,34.05,4,48.1,297.69
11.64,6.72,12.63,1.86,52.21,16.09,39.3,4.3,53.66,273.36
11.67,6.63,12.81,1.85,51.92,15.91,37.91,4,60.87,274.11
11.67,6.82,12.68,1.89,52.79,16,39.25,4.1,62.05,289.57
11.47,7.05,13.13,1.85,52.2,15.59,36.96,4,54.67,286.08
11.29,5.92,12.97,1.86,50.09,14.44,43.36,3.55,51.54,282.6
11.16,6.68,11.54,1.75,48.2,15.1,32.74,4.7,42.78,284.26
11.62,6.65,13.78,1.8,53.16,15.3,39.87,4.6,58.24,314
11.51,6.9,12.25,1.83,51.58,15.28,40.83,4.2,54.47,301.09
11.72,7,11.03,1.91,52.4,15.56,36.13,4.3,53.29,272.6
11.47,7.04,12.46,1.92,51.48,15.2,32.33,4.3,44.28,277.89
11.92,7.18,9.42,2,51.01,15.43,30.34,4.4,56.63,278.27
11.23,6.79,13.21,1.83,51.78,15.81,38.66,4,52.94,286.04
11.47,6.9,13.88,1.84,50.24,15.67,37.15,3.9,47.53,281.7
11.07,6.44,12.91,1.72,50.45,15.31,40.53,3.95,49.64,277.14
11.53,6.97,12.48,1.96,52.49,15.41,36.58,4.4,48.78,300.65
11.29,6.6,11.97,1.94,50.41,15.48,34.84,4.1,48.9,280.86
11.57,7.13,10.63,1.89,50.49,15.72,32.8,4.6,42.64,268.97
11.31,7.03,12.63,1.86,50.07,15.07,36.2,4.1,48.24,306.39
11.25,6.89,12.52,1.88,50.37,15.28,33.57,4.04,50.7,292.27
11.39,6.85,13.3,1.89,52.8,16.22,40.3,3.9,54.9,286.38
11.37,6.89,11.75,1.85,49.78,15,31.87,3.8,48.68,266.4
11.2,6.75,10.24,1.89,50.36,15.83,30.4,4.7,50.49,278.72
11.05,6.79,13.06,1.9,50.8,15.63,37.62,3.95,50.54,304.74
11.59,6.67,13.03,2.01,53.53,16.39,34.94,4.6,52.6,289.77
11.11,6.86,14.09,1.92,50.78,15.7,35.17,3.7,50.16,297.22
11.56,7.04,13.89,1.82,51.49,15.68,38.66,4.4,45,299.71
11.13,6.8,12.45,2.05,52.46,16.13,37.46,4,52.72,306.55
11.44,6.74,12.05,1.92,52.04,16.23,35.4,3.8,60.62,274.4
11.11,6.63,13,1.81,48.58,16.62,39.35,3.2,55.26,269.6
11.74,6.74,12.28,1.91,51.18,15.73,36.26,4.5,44.22,276.48
11.22,6.7,11.96,1.92,51.63,16.21,38.59,4.2,47.85,280.62
11.47,6.87,12.58,1.82,51.64,15.44,41.04,3.8,51.71,284.72
11.19,7.04,11.73,1.86,49.64,15,32.54,4.1,32.2,263.03
11.63,6.88,12.03,1.93,50.84,15.95,32.14,4.1,53.69,275.92
11.19,6.79,11.64,1.65,49.55,15.48,40.55,3.5,62.15,285.67
11.07,6.97,10.51,1.96,49.93,15.45,32.68,4.3,42.25,289
11.32,6.63,11.09,2,50.91,15.82,44.31,3.9,43.33,287.74
11.55,6.14,12.88,1.84,52.58,16.25,39.98,4.45,59.16,286.38
10.83,7.07,11.24,1.93,51.15,14.35,33.16,4.05,35.96,294.34
11.27,6.69,10.28,1.96,50.39,15.22,30.03,4.5,40.21,268.63
11.6,6.59,12.36,1.8,51.81,15.23,41.33,4.4,50.43,297.13
11.45,6.28,13.71,1.86,52.44,15.4,44.18,4.3,52.38,317.32
11.74,6.6,12.19,1.76,50.27,15.36,36.52,3.8,52.37,258.04
11.21,6.61,10.84,2.01,48.19,15.36,29.92,3.8,44.4,273.49
11.39,6.2,12.53,1.84,52.76,15.04,40.26,4.35,53.63,298.13
11.61,6.78,12.77,1.91,50.41,16.02,33.28,4.6,51.54,308.03
11.52,6.61,13.06,1.88,53.14,15.86,42.44,4.1,61.15,318.68
11.28,6.72,12.28,1.84,52.4,16.29,39.86,4.07,53.75,285.29
11.3,6.68,11.77,1.84,53.73,15.59,36.88,4.65,50.24,291.11
11.41,6.88,13.35,1.92,52.25,15.11,34.9,4,41.78,284.59
11.13,6.79,12.33,1.82,51.97,15.48,35.33,4.3,50.33,297.36
10.85,7.18,10.62,1.96,50.37,16,31.97,3.8,47.7,287.96
11.58,6.76,12.88,1.89,50.95,15.68,36.64,3.8,49.46,279.86
11.29,6.87,11.87,1.99,51.14,15.52,34.35,4.2,46.12,304.02
11.83,6.25,14.34,1.8,52.57,15.85,38.32,4.15,56.83,280.33
11.26,6.75,13.44,1.8,51.7,16.01,39.18,4,51.46,296.37
11.34,6.7,10.55,1.92,51.49,16.38,34.11,4.6,53.71,292.1
11.39,6.43,11.45,1.85,51.21,15.57,33.55,4.8,52.65,302.4
11.2,6.67,12.7,1.78,51.28,16.51,35.35,4.8,50.14,302.71
